sequence,time_from_case9,operation,detail
1667,3200,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=68 saved_r9=0x0 frame_token=292060947229 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1668,3202,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=68 restored_r9=0x0 ok=1 frame_token=292060947229 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1669,3204,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1670,3205,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=68 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1671,3206,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1672,3207,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1673,3208,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1674,3209,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1675,3210,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1676,3211,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1677,3213,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=69 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1678,3215,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=69 frame_token=296355914525 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1679,3224,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1680,3225,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1681,3226,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1682,3227,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1683,3228,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1684,3232,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=69 saved_r9=0x0 frame_token=296355914525 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1685,3234,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=69 restored_r9=0x0 ok=1 frame_token=296355914525 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1686,3236,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1687,3237,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=69 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1688,3238,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1689,3239,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1690,3240,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1691,3241,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1692,3242,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1693,3243,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1694,3245,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=70 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1695,3247,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=70 frame_token=300650881821 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1696,3256,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1697,3257,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1698,3258,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1699,3259,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1700,3260,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1701,3264,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=70 saved_r9=0x0 frame_token=300650881821 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1702,3266,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=70 restored_r9=0x0 ok=1 frame_token=300650881821 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1703,3268,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1704,3269,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=70 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1705,3270,TIMER_CADENCE_VERDICT,"[TIMER_CADENCE_VERDICT] verdict=TIMER_CADENCE_VALID deliveries=70 duplicates=0 max_outstanding=1 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1706,3271,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1707,3272,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1708,3273,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1709,3274,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1710,3275,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1711,3276,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1712,3278,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=71 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1713,3280,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=71 frame_token=304945849117 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1714,3289,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1715,3290,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1716,3291,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1717,3292,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1718,3293,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1719,3297,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=71 saved_r9=0x0 frame_token=304945849117 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1720,3299,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=71 restored_r9=0x0 ok=1 frame_token=304945849117 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1721,3301,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1722,3302,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=71 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1723,3303,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1724,3304,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1725,3305,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1726,3306,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1727,3307,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1728,3308,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1729,3310,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=72 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1730,3312,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=72 frame_token=309240816413 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1731,3321,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1732,3322,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1733,3323,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1734,3324,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1735,3325,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1736,3329,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=72 saved_r9=0x0 frame_token=309240816413 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1737,3331,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=72 restored_r9=0x0 ok=1 frame_token=309240816413 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1738,3333,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1739,3334,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=72 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1740,3335,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1741,3336,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1742,3337,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1743,3338,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1744,3339,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1745,3340,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1746,3342,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=73 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1747,3344,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=73 frame_token=313535783709 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1748,3353,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1749,3354,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1750,3355,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1751,3356,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1752,3357,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1753,3361,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=73 saved_r9=0x0 frame_token=313535783709 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1754,3363,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=73 restored_r9=0x0 ok=1 frame_token=313535783709 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1755,3365,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1756,3366,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=73 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1757,3367,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1758,3368,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1759,3369,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1760,3370,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1761,3371,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1762,3372,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1763,3374,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=74 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1764,3376,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=74 frame_token=317830751005 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1765,3385,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1766,3386,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1767,3387,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1768,3388,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1769,3389,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1770,3393,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=74 saved_r9=0x0 frame_token=317830751005 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1771,3395,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=74 restored_r9=0x0 ok=1 frame_token=317830751005 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1772,3397,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1773,3398,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=74 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1774,3399,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1775,3400,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1776,3401,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1777,3402,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1778,3403,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1779,3404,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1780,3406,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=75 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1781,3408,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=75 frame_token=322125718301 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1782,3417,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1783,3418,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1784,3419,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1785,3420,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1786,3421,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1787,3425,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=75 saved_r9=0x0 frame_token=322125718301 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1788,3427,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=75 restored_r9=0x0 ok=1 frame_token=322125718301 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1789,3429,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1790,3430,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=75 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1791,3431,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1792,3432,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1793,3433,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1794,3434,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1795,3435,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1796,3436,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1797,3438,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=76 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1798,3440,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=76 frame_token=326420685597 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1799,3449,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1800,3450,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
1801,3451,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=DEFER_DRAIN_TO_MAP_REDIRECT event=0x1E209 app=0x9 note=avoid_nested_emu_inside_map_func evidence=OBSERVED"
1802,3452,JJFB_EXTCHUNK_SLOT_CALL,"[JJFB_EXTCHUNK_SLOT_CALL] off=0x28 pc=0x280058 r0=0x1E209 r1=0x9 r2=0x0 r3=0x0 r4=0x1E209 ret=0x0 evidence=TARGET_OBSERVED"
1803,3453,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x306762 target=0x2F9975 arg0=0x0 arg1=0x0"
1804,3457,CALLBACK_FRAME_RESTORE_BEGIN,"[CALLBACK_FRAME_RESTORE_BEGIN] seq=76 saved_r9=0x0 frame_token=326420685597 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1805,3459,CALLBACK_FRAME_RESTORE_COMPLETE,"[CALLBACK_FRAME_RESTORE_COMPLETE] seq=76 restored_r9=0x0 ok=1 frame_token=326420685597 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1806,3461,SCHEDULER_NATURAL_CALLBACK,"[SCHEDULER_NATURAL_CALLBACK] owner_module=robotol.ext source=PLATFORM_TIMER forced=no handler=0x30631D ret=0 guest_entered=yes run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1807,3462,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE_DONE tick=76 ok=1 end=stop_at_base pc_after=0x80000 r0_after=0x0 r9_after=0x2B1868 sp_after=0x280000 uc_err=0 detail=- evidence=OBSERVED"
1808,3463,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE ret=0 evidence=DOCUMENTED"
1809,3464,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DONE via=host_loop evidence=DOCUMENTED"
1810,3465,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_CB interval=50 evidence=DOCUMENTED"
1811,3466,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_DUE via=host_loop evidence=DOCUMENTED"
1812,3467,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_ENTER evidence=DOCUMENTED"
1813,3468,PLATFORM_TIMER,"[PLATFORM_TIMER] op=FIRE_LOCKED evidence=DOCUMENTED"
1814,3470,JJFB_LIFECYCLE,"[JJFB_LIFECYCLE] op=FIRE tick=77 handler=0x30631D r0=0 r1=0 r9=0x2B1868 owner=robotol.ext evidence=CROSS_TARGET+docs/06"
1815,3472,CALLBACK_FRAME_ENTER,"[CALLBACK_FRAME_ENTER] seq=77 frame_token=330715652893 handler=0x30631D r9=0x2B1868 stop_sentinel=0x80000 run_id=p17_hit1_20260801_144222_15364 evidence=OBSERVED"
1816,3481,GUEST_INDIRECT_CALL,"[GUEST_INDIRECT_CALL] module_id=3 pc=0x30667A target=0x304569 arg0=0x1E209 arg1=0x9"
1817,3482,PLATFORM_FAMILY_EVENT,"[PLATFORM_FAMILY_EVENT] op=SUPPRESS event=0x1E209 app=0x9 note=ffp_identity evidence=OBSERVED"
